name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-0.922866193799
Hoi An,15.876666666667,108.33527777778,-1.46836087345
Giao Thuy,15.84166667,108.1344444,-1.2426248726
Ai Nghia,15.88138889,108.1102778,-1.09798551824
Cau Lau,15.85805556,108.2733333,-1.31335874618
Kham Duc,15.445,107.7936111,-0.348159961376
Tra My,15.3372,108.222,-0.541273114386
Nong Son,15.7025,108.0341667,-0.84177356748
Da Nang,16.03,108.18,-1.42013033955
Cam Le,16.01083333,108.2058333,-1.4305932882
Thanh My,15.766666666667,107.83055555556,-1.00669892327
