name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-0.565667602877
Hoi An,15.876666666667,108.33527777778,-0.617976944247
Giao Thuy,15.84166667,108.1344444,-0.708956571854
Ai Nghia,15.88138889,108.1102778,-0.564058000341
Cau Lau,15.85805556,108.2733333,-0.819846713876
Kham Duc,15.445,107.7936111,-0.805462944345
Tra My,15.3372,108.222,-0.737834306716
Nong Son,15.7025,108.0341667,-0.426482864661
Da Nang,16.03,108.18,-0.837617404551
Cam Le,16.01083333,108.2058333,-0.89848061531
Thanh My,15.766666666667,107.83055555556,1.31771490081
