name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-0.245010596406
Hoi An,15.876666666667,108.33527777778,0.404926467798
Giao Thuy,15.84166667,108.1344444,0.0057787588067
Ai Nghia,15.88138889,108.1102778,0.172972767886
Cau Lau,15.85805556,108.2733333,0.632049448933
Kham Duc,15.445,107.7936111,-0.374770327223
Tra My,15.3372,108.222,-0.29574371693
Nong Son,15.7025,108.0341667,-0.157666180649
Da Nang,16.03,108.18,0.408593063631
Cam Le,16.01083333,108.2058333,0.547744642176
Thanh My,15.766666666667,107.83055555556,-0.664805405677
