name,lat,lon,spi
Tra My,15.3372,108.222,-2.09564530316
Kham Duc,15.445,107.7936111,-1.99267799279
Tien Phuoc,15.48833333,108.3077778,-1.28218401351
Nong Son,15.7025,108.0341667,-1.18674505428
Thanh My,15.766666666667,107.83055555556,-0.470390989132
Giao Thuy,15.84166667,108.1344444,-1.57783886928
Cau Lau,15.85805556,108.2733333,-1.58733611505
Hoi An,15.876666666667,108.33527777778,-2.12778355244
Ai Nghia,15.88138889,108.1102778,-0.824587364096
Cam Le,16.01083333,108.2058333,-1.7996094235
Da Nang,16.03,108.18,-1.98878526728
