name,lat,lon,spi
Tra My,15.3372,108.222,1.5681371617
Kham Duc,15.445,107.7936111,1.36314124432
Tien Phuoc,15.48833333,108.3077778,0.562749215179
Nong Son,15.7025,108.0341667,0.778036095373
Thanh My,15.766666666667,107.83055555556,-0.300957435745
Giao Thuy,15.84166667,108.1344444,0.570527383815
Cau Lau,15.85805556,108.2733333,0.35753691826
Hoi An,15.876666666667,108.33527777778,0.406005263925
Ai Nghia,15.88138889,108.1102778,0.668410948433
Cam Le,16.01083333,108.2058333,-0.0814782626596
Da Nang,16.03,108.18,-0.327172311793
